name;first_name;age;nation;league;team;goals_selection;selections_nation;position;price;end_contract;goal_champ;assist_champ;own_goal_champ;sub_on_champ;sub_out_champ;yellow_card_champ;second_yellow_card_champ;red_card_champ;penalty_goal_champ;goal_cup;assist_cup;own_goal_cup;sub_on_cup;sub_out_cup;yellow_card_cup;second_yellow_card_cup;red_card_cup;penalty_goal_cup;goal_continent;assist_continent;own_goal_continent;sub_on_continent;sub_out_continent;yellow_card_continent;second_yellow_card_continent;red_card_continent;penalty_goal_continent
Dybala;Paulo;25;Argentina;SerieA;Juventus;1;18;SecondStriker;110000000;4;79;44;0;37;95;14;0;0;15;10;3;0;8;8;2;0;0;3;11;0;0;4;16;3;1;0;1
RobertoFirmino;;27;Brazil;PremierLeague;Liverpool;8;28;SecondStriker;80000000;5;103;66;0;50;110;37;0;0;5;2;2;0;3;7;0;0;0;0;13;11;0;4;20;4;0;0;0
Müller;Thomas;29;Germany;Bundesliga;BayernMunich;38;100;SecondStriker;40000000;3;181;139;0;52;149;26;0;0;18;0;0;0;0;0;0;0;0;0;42;20;0;22;31;5;1;1;7
Rebic;Ante;25;Croatia;Bundesliga;E.Frankfurt;2;26;SecondStriker;35000000;4;37;14;0;48;70;47;3;2;0;1;0;0;0;2;0;0;0;0;0;0;0;3;2;2;0;1;0
Marega;Moussa;27;Mali;LigaNOS;FCPorto;2;17;SecondStriker;26000000;3;54;26;0;17;21;13;1;1;3;10;3;0;3;4;8;0;0;0;5;4;0;0;2;1;0;0;2
Gregoritsch;Michael;24;Austria;Bundesliga;FCAugsburg;1;11;SecondStriker;20000000;4;56;18;0;92;84;36;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luan;;25;Brazil;SérieA;Grêmio;0;2;SecondStriker;20000000;2;29;24;0;4;44;20;0;0;4;0;0;0;0;0;0;0;0;0;12;7;0;2;14;2;0;0;2
Philipp;Maximilian;24;Germany;Bundesliga;Bor.Dortmund;0;10;SecondStriker;18000000;4;81;49;0;52;79;19;0;1;11;0;0;0;0;0;0;0;0;0;0;1;0;4;2;0;0;0;0
PapuGómez;;30;Argentina;SerieA;Atalanta;1;4;SecondStriker;16000000;4;77;75;0;61;150;36;2;3;6;6;7;0;7;15;6;0;0;0;4;1;0;11;8;4;0;0;0
King;Joshua;27;Norway;PremierLeague;Bournemouth;12;37;SecondStriker;15000000;3;53;29;0;61;99;10;0;0;7;6;5;0;10;6;4;0;0;0;0;1;0;1;0;0;0;0;0
Stindl;Lars;30;Germany;Bundesliga;Bor.M'gladbach;4;11;SecondStriker;15000000;3;87;65;1;38;79;94;3;0;4;0;0;0;0;0;0;0;0;0;12;9;0;0;8;12;1;0;2
JoãoFélix;;19;Portugal;LigaNOS;Benfica;4;10;SecondStriker;15000000;5;12;7;0;17;18;6;0;0;2;2;0;0;2;0;0;0;0;0;7;1;0;0;10;4;0;0;1
Goulart;Ricardo;27;Brazil;SérieA;Palmeiras;0;1;SecondStriker;15000000;1;113;65;0;29;43;27;0;1;15;4;4;0;0;1;3;0;0;1;29;8;0;3;17;2;0;0;5
Pérez;Ayoze;25;Spain;PremierLeague;Newcastle;0;2;SecondStriker;10000000;3;49;21;1;52;63;14;0;0;0;6;2;0;10;1;4;0;0;0;0;0;0;0;0;0;0;0;0
Caprari;Gianluca;25;Italy;SerieA;Sampdoria;0;0;SecondStriker;10000000;4;56;21;0;68;96;23;3;0;2;4;2;0;2;4;2;0;0;0;0;0;0;1;2;0;0;0;0
Zahavi;Eran;31;Israel;SuperLeague;GZR&F;6;40;SecondStriker;9000000;2;190;45;0;33;73;35;0;0;28;16;6;0;2;1;2;0;0;6;8;2;0;5;5;1;0;0;4
Trincão;;19;Portugal;LigaNOS;Braga;0;2;SecondStriker;8000000;5;6;6;0;19;20;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Barbosa;Gabriel;22;Brazil;SérieA;Flamengo;2;4;SecondStriker;8000000;1;43;13;0;26;58;22;0;1;4;1;0;0;0;3;0;0;0;0;1;0;0;2;0;1;1;0;0
Éder;;32;Italy;SuperLeague;JSSuning;6;26;SecondStriker;7000000;3;124;49;0;87;121;54;4;1;24;3;1;0;2;12;2;0;0;0;2;2;0;1;2;0;0;0;0
Giovinco;Sebastian;32;Italy;ProfessionalLeague;Hilal;1;23;SecondStriker;6000000;;114;82;0;71;82;38;1;1;14;12;7;0;2;13;4;0;0;1;6;9;0;19;7;6;0;0;1
Mehmedi;Admir;27;Switzerland;Bundesliga;VfLWolfsburg;8;60;SecondStriker;5000000;4;70;38;0;106;116;24;0;1;2;0;0;0;0;0;0;0;0;0;7;1;0;15;9;4;0;0;0
Eduardo;Wilson;28;Portugal;LigaNOS;Braga;6;14;SecondStriker;5000000;2;49;26;0;60;88;20;0;1;7;13;10;0;9;14;3;0;0;1;6;4;0;7;13;3;0;0;1
Almada;Thiago;17;Argentina;PrimeraDivisión;VélezSarsfield;0;0;SecondStriker;5000000;3;3;2;0;5;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mbappé;Kylian;20;France;Ligue1;ParisSG;10;28;RightWinger;200000000;4;47;27;0;27;22;8;0;1;0;10;8;0;2;5;0;0;1;1;13;9;0;5;10;2;0;0;0
Messi;Lionel;31;Argentina;LaLiga;FCBarcelona;65;128;RightWinger;160000000;3;410;166;0;51;51;43;0;0;49;63;39;0;13;8;14;0;0;6;106;28;0;12;10;10;0;0;11
Salah;Mohamed;26;Egypt;PremierLeague;Liverpool;39;62;RightWinger;150000000;5;113;62;0;57;90;12;1;0;4;6;4;0;5;5;0;0;0;0;21;13;0;9;23;2;0;0;1
Sterling;Raheem;24;England;PremierLeague;ManCity;4;47;RightWinger;120000000;5;67;69;0;36;69;23;1;0;1;10;16;0;8;5;8;0;0;0;10;10;1;16;14;6;0;0;0
Bale;Gareth;29;Wales;LaLiga;RealMadrid;31;74;RightWinger;80000000;4;129;94;1;30;73;39;0;2;2;7;18;0;5;7;2;0;0;1;24;21;0;13;22;5;0;0;0
Sancho;Jadon;18;England;Bundesliga;Bor.Dortmund;0;3;RightWinger;70000000;4;24;23;0;17;16;2;0;1;2;2;2;0;2;4;0;0;0;0;6;2;0;3;4;2;0;0;1
Silva;Bernardo;24;Portugal;PremierLeague;ManCity;3;33;RightWinger;65000000;4;43;34;0;52;62;19;1;0;0;4;6;0;8;6;0;0;0;0;5;4;0;11;10;4;0;0;0
Mahrez;Riyad;27;Algeria;PremierLeague;ManCity;10;43;RightWinger;60000000;5;54;47;0;45;101;12;0;0;7;9;7;0;7;5;1;0;0;0;5;6;0;2;5;1;0;0;2
Willian;;30;Brazil;PremierLeague;Chelsea;8;63;RightWinger;50000000;2;59;89;0;107;131;33;1;0;2;12;7;0;9;17;2;0;0;2;20;20;0;14;29;5;0;0;0
Pulisic;Christian;20;UnitedStates;Bundesliga;Bor.Dortmund;9;23;RightWinger;50000000;1;27;33;0;34;30;5;0;0;1;0;0;0;0;0;0;0;0;0;2;4;0;10;5;1;0;0;0
Thauvin;Florian;26;France;Ligue1;Marseille;0;7;RightWinger;50000000;3;74;43;0;48;112;26;0;3;6;4;7;0;6;12;2;0;0;0;6;4;0;9;11;3;0;0;0
Chiesa;Federico;21;Italy;SerieA;Fiorentina;0;11;RightWinger;50000000;4;25;22;0;19;38;25;1;0;0;5;0;0;0;2;1;0;0;0;1;0;0;2;0;0;1;0;0
Suso;;25;Spain;SerieA;ACMilan;0;4;RightWinger;50000000;4;37;53;0;27;64;25;1;5;0;2;4;0;3;6;0;0;0;0;2;1;0;6;4;2;0;0;0
DiMaría;Ángel;30;Argentina;Ligue1;ParisSG;20;97;RightWinger;45000000;3;71;134;0;86;164;43;3;2;0;24;23;0;28;28;13;1;1;1;25;29;0;18;37;5;0;0;0
Bernardeschi;Federico;24;Italy;SerieA;Juventus;2;16;RightWinger;45000000;4;55;27;0;59;75;33;0;1;9;2;0;0;4;2;1;0;0;1;9;2;0;11;7;3;0;0;0
Costa;Douglas;28;Brazil;SerieA;Juventus;3;31;RightWinger;45000000;4;49;73;0;104;104;27;1;1;3;2;0;0;2;6;1;0;0;0;10;16;0;24;29;8;0;0;1
Lingard;Jesse;26;England;PremierLeague;ManUtd;4;22;RightWinger;40000000;3;47;39;0;53;87;15;0;1;1;9;4;0;7;8;5;0;0;0;2;3;0;8;12;6;0;0;0
Pépé;Nicolas;23;Coted'Ivoire;Ligue1;LOSCLille;3;10;RightWinger;40000000;4;38;17;0;42;34;10;0;0;9;1;2;0;6;3;2;0;0;0;0;0;0;0;0;0;0;0;0
Malcom;;21;Brazil;LaLiga;FCBarcelona;0;0;RightWinger;40000000;5;27;19;0;27;63;6;0;0;2;4;2;0;3;9;1;0;0;0;1;0;0;4;1;0;0;0;0
Correa;Ángel;23;Argentina;LaLiga;AtléticoMadrid;1;11;RightWinger;35000000;6;27;21;0;64;52;22;1;0;0;3;4;0;18;14;9;0;0;0;11;18;0;10;25;14;0;0;0
Ünder;Cengiz;21;Turkey;SerieA;ASRoma;4;17;RightWinger;35000000;4;28;22;0;25;66;10;0;0;0;2;2;0;3;9;2;0;0;0;4;3;0;3;5;0;0;0;0
Zaha;Wilfried;26;Coted'Ivoire;PremierLeague;CrystalPalace;2;9;RightWinger;35000000;5;42;52;0;47;61;46;1;2;0;6;9;0;6;5;5;0;1;0;0;0;0;0;0;0;0;0;0
LucasMoura;;26;Brazil;PremierLeague;Spurs;4;35;RightWinger;32000000;5;60;52;0;61;104;26;1;0;4;12;18;0;18;20;4;0;0;2;5;4;0;18;19;2;0;0;0
Politano;Matteo;25;Italy;SerieA;Inter;1;2;RightWinger;30000000;1;54;26;0;68;126;26;1;2;3;1;1;0;7;4;1;0;0;0;2;2;0;3;6;2;0;0;0
RonyLopes;;23;Portugal;Ligue1;Monaco;0;2;RightWinger;28000000;4;35;33;0;25;69;11;0;1;3;7;7;0;6;10;3;0;0;0;6;1;0;2;3;3;0;0;1
Williams;Iñaki;24;Spain;LaLiga;Athletic;0;1;RightWinger;28000000;7;49;28;0;33;66;15;1;0;2;8;0;0;2;6;3;0;0;0;7;4;0;5;13;1;0;0;0
Pedro;;31;Spain;PremierLeague;Chelsea;17;65;RightWinger;25000000;2;89;60;0;106;142;30;0;1;0;29;11;0;23;35;5;1;0;2;16;12;0;29;23;10;0;0;1
Sabitzer;Marcel;24;Austria;Bundesliga;RBLeipzig;5;33;RightWinger;25000000;4;99;55;1;47;87;43;1;2;2;0;0;0;0;0;0;0;0;0;3;5;0;7;7;5;0;0;0
Vázquez;Lucas;27;Spain;LaLiga;RealMadrid;0;9;RightWinger;25000000;3;26;49;0;90;29;35;1;0;0;7;7;0;3;5;2;0;0;1;3;7;0;18;1;3;0;0;0
Neres;David;21;Brazil;Eredivisie;AFCAjax;0;9;RightWinger;25000000;4;26;26;0;17;30;6;0;0;0;1;1;0;1;3;0;0;0;0;0;1;0;5;4;1;0;0;0
Cuadrado;Juan;30;Colombia;SerieA;Juventus;8;75;RightWinger;25000000;2;34;43;0;57;71;55;2;0;0;2;6;0;7;5;7;0;1;1;7;7;0;16;19;9;1;0;0
Verdi;Simone;26;Italy;SerieA;SSCNapoli;0;4;RightWinger;25000000;5;45;30;0;58;98;18;0;1;6;4;2;0;6;3;1;0;1;1;0;0;0;1;0;0;0;0;0
Shaqiri;Xherdan;27;Switzerland;PremierLeague;Liverpool;22;80;RightWinger;25000000;5;67;59;0;79;126;38;0;0;5;1;0;0;5;3;3;0;0;0;4;7;0;19;9;3;0;1;0
Walcott;Theo;29;England;PremierLeague;Everton;8;47;RightWinger;20000000;3;78;59;0;115;131;13;0;0;0;24;9;0;19;17;0;0;0;0;18;15;0;28;22;2;0;0;0
Yarmolenko;Andrii;29;Ukraine;PremierLeague;WestHam;36;80;RightWinger;20000000;4;128;80;0;44;59;50;3;1;15;0;0;0;0;1;0;0;0;0;17;17;0;4;15;9;0;1;2
Lamela;Erik;26;Argentina;PremierLeague;Spurs;3;24;RightWinger;20000000;4;37;40;0;59;72;31;0;1;0;5;10;0;9;17;8;0;0;0;12;10;0;12;9;5;0;0;0
Saint0Maximin;Allan;21;France;Ligue1;OGCNice;0;5;RightWinger;20000000;2;12;15;0;35;44;5;0;1;1;0;1;0;2;4;0;0;0;0;2;1;0;2;2;1;0;0;0
Martins;Gelson;23;Portugal;Ligue1;Monaco;0;21;RightWinger;20000000;1;25;34;0;44;35;14;1;0;0;6;4;0;13;3;4;0;0;0;3;4;0;6;6;2;0;0;0
Silva;Rafa;25;Portugal;LigaNOS;Benfica;0;13;RightWinger;20000000;3;33;24;0;41;67;16;0;0;0;14;2;0;9;18;7;0;0;0;3;4;0;5;6;1;0;0;0
Callejón;José;31;Spain;SerieA;SSCNapoli;0;5;RightWinger;20000000;2;77;76;0;71;122;34;1;1;0;13;5;0;16;11;6;0;0;0;17;14;0;12;21;3;0;0;0
Pavón;Cristian;23;Argentina;PrimeraDivisión;BocaJuniors;0;11;RightWinger;20000000;4;21;21;0;6;31;5;0;0;0;0;0;0;0;0;0;0;0;0;7;8;0;0;10;4;1;0;0
Hulk;;32;Brazil;SuperLeague;SIPG;11;48;RightWinger;20000000;2;222;124;0;21;82;100;5;1;48;15;11;0;7;5;11;1;0;4;39;29;0;7;19;19;0;0;7
Jahanbakhsh;Alireza;25;Iran;PremierLeague;Brighton;5;44;RightWinger;18000000;5;65;50;1;42;64;31;0;1;6;3;4;0;1;9;3;0;0;0;1;0;0;2;5;1;0;0;1
Traoré;Adama;23;Spain;PremierLeague;Wolves;0;2;RightWinger;18000000;5;14;31;0;66;35;21;0;3;0;2;4;0;2;5;2;0;0;0;2;2;0;1;2;0;0;0;0
Traoré;Bertrand;23;BurkinaFaso;Ligue1;OlympiqueLyon;7;49;RightWinger;18000000;4;49;17;0;25;68;14;0;1;0;8;3;0;6;3;1;0;0;0;9;6;0;7;13;4;0;0;0
Moses;Victor;28;Nigeria;SüperLig;Fenerbahce;12;38;RightWinger;18000000;2;33;32;0;91;108;22;1;0;1;9;6;0;9;20;3;1;0;0;5;1;0;5;3;0;0;0;0
Zivkovic;Andrija;22;Serbia;LigaNOS;Benfica;0;14;RightWinger;18000000;3;23;20;0;35;45;16;1;0;0;1;12;0;3;4;1;0;0;0;4;5;0;9;6;2;1;0;0
Berardi;Domenico;24;Italy;SerieA;Sassuolo;0;5;RightWinger;18000000;4;73;46;0;25;100;61;0;6;23;3;4;0;4;2;3;0;0;1;0;0;0;0;0;0;0;0;0
Castillejo;Samu;24;Spain;SerieA;ACMilan;0;4;RightWinger;18000000;5;12;17;0;41;55;17;0;0;0;1;2;0;8;4;3;0;0;0;1;3;0;12;9;3;0;1;0
Falque;Iago;29;Spain;SerieA;Torino;0;1;RightWinger;17500000;4;87;41;0;31;132;27;0;0;5;2;5;0;1;5;1;0;0;0;1;1;0;7;3;0;0;0;0
Nelson;Reiss;19;England;Bundesliga;TSGHoffenheim;2;4;RightWinger;17000000;1;27;12;0;15;13;5;0;0;0;0;0;0;3;2;0;0;0;0;2;0;0;12;5;3;0;0;0
Salvio;Eduardo;28;Argentina;LigaNOS;Benfica;0;13;RightWinger;17000000;4;50;42;0;61;81;29;0;0;0;19;11;0;15;19;8;0;0;3;14;11;0;30;18;14;0;0;2
Corona;Jesús;26;Mexico;LigaNOS;FCPorto;7;40;RightWinger;16000000;2;33;26;0;69;77;22;1;0;0;4;6;0;11;11;3;0;0;0;7;7;0;18;16;6;0;0;0
Costa;Hélder;25;Portugal;PremierLeague;Wolves;1;1;RightWinger;15000000;3;34;38;0;51;74;14;1;0;4;5;4;0;4;4;1;0;0;1;0;0;0;0;0;0;0;0;0
Townsend;Andros;27;England;PremierLeague;CrystalPalace;3;13;RightWinger;15000000;3;33;48;0;50;87;21;0;1;3;7;7;0;7;14;1;0;0;3;4;8;0;6;11;4;0;0;2
Januzaj;Adnan;23;Belgium;LaLiga;RealSociedad;1;10;RightWinger;15000000;4;18;28;0;56;61;20;1;0;1;2;3;0;5;5;3;0;0;0;1;2;0;6;1;1;0;0;0
Deulofeu;Gerard;24;Spain;PremierLeague;Watford;1;4;RightWinger;14000000;2;42;32;0;70;89;14;1;0;4;6;9;0;12;6;1;0;0;0;0;2;0;7;3;0;0;0;0
Antonio;Michail;28;England;PremierLeague;WestHam;0;0;RightWinger;12000000;3;62;52;0;60;90;30;1;0;0;9;4;0;10;11;3;0;0;0;0;0;0;0;0;0;0;0;0
Bebou;Ihlas;24;Togo;Bundesliga;Hannover96;0;10;RightWinger;12000000;3;36;27;0;31;45;22;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bellarabi;Karim;28;Germany;Bundesliga;Bay.Leverkusen;1;11;RightWinger;12000000;3;65;62;0;55;100;32;0;1;0;0;0;0;0;0;0;0;0;0;8;6;0;3;8;4;0;0;0
Cornet;Maxwel;22;Coted'Ivoire;Ligue1;OlympiqueLyon;2;8;RightWinger;12000000;3;19;9;1;70;35;6;0;1;0;7;2;0;3;7;1;0;0;0;7;2;0;14;8;4;0;0;0
Berghuis;Steven;27;Netherlands;Eredivisie;Feyenoord;0;14;RightWinger;12000000;3;65;47;1;51;78;25;2;0;1;11;8;0;8;8;2;0;0;2;1;3;0;6;8;4;0;0;0
Marlos;;30;Ukraine;PremierLiga;ShakhtarD.;0;11;RightWinger;11000000;3;71;73;0;100;123;25;0;1;11;0;0;0;2;1;0;0;0;0;7;15;0;17;31;3;0;0;1
Visca;Edin;28;Bosnia0Herzegovina;SüperLig;Basaksehir;8;42;RightWinger;11000000;2;83;72;0;44;69;17;0;0;6;1;9;0;6;4;3;0;0;1;3;0;0;1;2;0;0;0;0
Candreva;Antonio;31;Italy;SerieA;Inter;7;54;RightWinger;11000000;3;61;67;0;81;148;44;1;1;18;6;8;0;8;8;3;0;0;0;4;5;0;13;12;2;0;0;0
Gudmundsson;JohannBerg;28;Iceland;PremierLeague;Burnley;6;71;RightWinger;10000000;3;39;41;0;73;102;21;1;1;2;8;5;0;13;8;5;0;0;0;6;2;0;15;6;2;0;0;0
Cavaleiro;Ivan;25;Portugal;PremierLeague;Wolves;0;2;RightWinger;10000000;3;44;32;0;59;80;25;0;1;6;1;3;0;6;3;1;0;0;0;1;0;0;7;1;0;0;0;0
Ghezzal;Rachid;26;Algeria;PremierLeague;Leicester;1;16;RightWinger;10000000;4;14;20;0;68;38;13;1;1;0;4;0;0;7;4;0;0;0;0;1;4;0;14;8;1;0;1;0
Karamoh;Yann;20;France;Ligue1;G.Bordeaux;1;4;RightWinger;10000000;1;9;5;0;29;22;5;0;0;0;0;0;0;1;4;0;0;0;0;0;2;0;5;1;0;0;0;0
Tsyhankov;Viktor;21;Ukraine;PremierLiga;DynamoKyiv;0;11;RightWinger;10000000;5;27;20;0;16;27;4;0;0;6;0;0;0;0;0;0;0;0;0;7;8;0;6;8;1;0;0;0
Burke;Oliver;21;Scotland;Premiership;Celtic;4;9;RightWinger;10000000;1;12;6;0;53;23;3;0;0;0;2;4;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0
Vela;Carlos;29;Mexico;MLS;LosAngelesFC;19;72;RightWinger;10000000;;91;60;0;81;105;40;0;0;15;11;11;0;12;12;7;0;0;0;3;0;0;16;2;4;0;0;0
Ibe;Jordon;23;England;PremierLeague;Bournemouth;0;4;RightWinger;9000000;2;13;20;0;73;65;5;0;0;1;4;5;0;16;5;0;0;0;1;1;1;0;2;2;1;0;0;0
Knockaert;Anthony;27;France;PremierLeague;Brighton;1;3;RightWinger;8000000;4;58;50;0;49;110;45;0;1;2;8;4;1;6;8;3;0;0;0;0;0;0;0;0;0;0;0;0
Wolf;Marius;23;Germany;Bundesliga;Bor.Dortmund;0;0;RightWinger;8000000;5;30;32;0;43;76;17;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
Pussetto;Ignacio;23;Argentina;SerieA;UdineseCalcio;0;0;RightWinger;8000000;5;18;16;0;23;29;19;0;0;1;0;0;0;7;0;1;0;1;0;0;0;0;0;0;0;0;0;0
Guedes;Roger;22;Brazil;SuperLeague;SDLuneng;0;0;RightWinger;8000000;1;21;8;0;29;23;10;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;3;3;0;0;0;0
Kwon;Chang0hun;24;Korea,South;Ligue1;Dijon;4;16;RightWinger;7500000;3;22;10;0;43;40;6;0;0;0;1;1;0;1;3;0;0;0;0;3;0;0;4;3;0;0;0;0
Doan;Ritsu;20;Japan;Eredivisie;FCGroningen;3;11;RightWinger;7500000;3;27;14;0;12;19;11;0;0;2;0;0;0;1;0;0;0;0;0;1;0;0;5;2;0;0;0;0
Susaeta;Markel;31;Spain;LaLiga;Athletic;1;1;RightWinger;7500000;1;39;66;0;94;149;50;3;0;0;6;8;0;9;20;6;0;0;0;11;13;0;16;17;8;0;0;0
Ounas;Adam;22;Algeria;SerieA;SSCNapoli;0;3;RightWinger;7500000;4;11;5;0;36;18;10;0;1;1;2;2;0;3;9;1;0;0;0;1;0;0;7;1;1;0;0;0
Snodgrass;Robert;31;Scotland;PremierLeague;WestHam;7;26;RightWinger;7000000;2;77;72;0;70;117;62;1;1;5;13;14;0;5;5;5;0;0;2;0;0;0;0;0;0;0;0;0
Kalu;Samuel;21;Nigeria;Ligue1;G.Bordeaux;1;5;RightWinger;7000000;5;17;27;0;25;29;17;1;0;0;3;0;0;1;6;2;0;0;0;1;1;0;1;1;1;0;0;0
Rigoni;Emiliano;25;Argentina;PremierLiga;ZenitS0Pb;0;2;RightWinger;7000000;3;24;16;0;44;59;11;0;0;0;6;2;0;1;5;0;0;0;0;3;0;0;6;4;1;0;0;0
JovaneCabral;;20;CapeVerde;LigaNOS;SportingCP;0;1;RightWinger;7000000;5;4;6;0;22;12;4;0;0;0;0;3;0;3;2;1;0;0;0;3;1;0;6;1;2;0;1;0
Mirallas;Kevin;31;Belgium;SerieA;Fiorentina;10;60;RightWinger;6500000;1;81;48;0;128;161;38;1;3;2;9;10;0;20;15;4;0;1;1;3;4;0;6;8;4;0;0;0
Lukebakio;Dodi;21;Belgium;Bundesliga;F.Düsseldorf;4;12;RightWinger;6000000;1;15;7;0;30;24;8;0;0;2;0;1;0;1;0;1;0;0;0;2;2;0;3;2;2;0;0;0
Juanmi;;25;Spain;LaLiga;RealSociedad;0;1;RightWinger;6000000;3;39;12;0;101;64;22;3;0;0;9;2;0;12;5;1;0;0;0;1;0;0;4;2;0;0;0;0
Benítez;Martín;24;Argentina;PrimeraDivisión;Independiente;2;7;RightWinger;6000000;3;19;14;0;56;39;11;0;1;0;2;4;0;10;10;3;0;0;0;2;1;0;1;4;2;0;0;0
Baptistão;Leo;26;Brazil;SuperLeague;WHZall;0;0;RightWinger;6000000;3;34;23;0;43;76;20;0;0;1;3;1;0;8;7;1;0;0;0;4;2;0;5;3;2;0;0;0
Carrillo;André;27;Peru;ProfessionalLeague;Hilal;6;48;RightWinger;6000000;1;16;37;0;74;58;29;0;2;0;8;9;0;16;21;7;0;0;0;2;3;0;12;13;5;0;0;0
Diaby;Abdoulay;27;Mali;LigaNOS;SportingCP;5;15;RightWinger;5500000;5;64;31;0;72;76;29;0;1;3;10;4;0;6;7;0;0;1;3;2;1;0;3;8;1;0;0;0
Lennon;Aaron;31;England;PremierLeague;Burnley;0;21;RightWinger;5000000;2;36;70;0;96;149;18;0;0;0;4;13;0;12;16;2;0;0;0;1;7;0;8;14;0;0;0;0
Robben;Arjen;35;Netherlands;Bundesliga;BayernMunich;37;96;RightWinger;5000000;1;170;131;0;82;164;36;3;2;14;7;7;0;10;7;0;0;0;0;31;21;0;27;39;11;0;0;2
Reine0Adélaïde;Jeff;21;France;Ligue1;SCOAngers;0;4;RightWinger;5000000;4;3;7;0;6;32;5;0;0;0;1;2;0;3;6;1;0;0;0;0;0;0;0;0;0;0;0;0
Salibur;Yannis;28;France;Ligue1;Saint0Étienne;1;7;RightWinger;5000000;1;31;23;0;51;82;21;2;0;3;3;0;0;8;6;1;0;0;1;0;0;0;0;0;0;0;0;0
Feghouli;Sofiane;29;Algeria;SüperLig;Galatasaray;11;49;RightWinger;5000000;4;37;52;0;83;106;45;2;2;0;2;2;0;12;10;5;1;0;0;10;4;0;11;18;4;0;0;1
Mak;Robert;27;Slovakia;PremierLiga;ZenitS0Pb;11;50;RightWinger;5000000;2;51;28;0;70;80;21;0;1;3;5;1;0;4;3;2;0;1;0;7;2;0;6;11;1;0;0;0
Gómez;Ibai;29;Spain;LaLiga;Athletic;0;0;RightWinger;5000000;4;41;29;0;82;80;11;0;0;4;2;3;0;12;11;0;0;0;0;3;4;0;10;7;3;0;0;0
Roberts;Patrick;21;England;LaLiga;Girona;4;9;RightWinger;5000000;1;18;23;0;44;30;2;0;0;0;2;8;0;10;4;0;0;0;0;3;3;0;4;8;2;0;0;0
Torres;Ferrán;18;Spain;LaLiga;Valencia;5;9;RightWinger;5000000;3;2;2;0;23;10;5;0;0;0;1;2;0;3;0;1;0;0;0;0;0;0;2;1;0;0;0;0
Markovic;Lazar;24;Serbia;PremierLeague;Fulham;3;22;RightWinger;5000000;1;26;24;0;41;71;19;0;0;0;4;1;0;12;12;2;0;0;0;2;2;0;13;13;0;0;2;0
Pedrinho;;20;Brazil;SérieA;Corinthians;0;0;RightWinger;5000000;2;0;3;0;19;17;2;0;0;0;1;0;0;2;0;0;0;0;0;0;1;0;2;3;2;0;0;0
Oxlade0Chamberlain;Alex;25;England;PremierLeague;Liverpool;6;32;RightMidfield;40000000;4;22;34;0;93;83;11;0;0;0;7;10;1;11;21;0;0;0;0;6;5;0;13;14;2;0;0;0
Soler;Carlos;22;Spain;LaLiga;Valencia;2;14;RightMidfield;35000000;3;7;8;0;19;39;21;1;1;0;0;1;0;6;3;1;0;0;0;5;3;0;2;1;3;0;0;1
Lazzari;Manuel;25;Italy;SerieA;SPAL;0;1;RightMidfield;15000000;5;4;24;0;8;25;36;1;1;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0
Ritchie;Matt;29;Scotland;PremierLeague;Newcastle;3;16;RightMidfield;12000000;3;89;73;0;31;122;54;0;0;4;8;12;0;13;15;4;0;0;3;0;0;0;0;0;0;0;0;0
Albrighton;Marc;29;England;PremierLeague;Leicester;1;8;RightMidfield;10000000;4;24;50;0;71;93;34;0;1;0;3;7;0;14;9;3;0;1;0;2;1;0;1;2;1;0;0;0
Ömür;Abdülkadir;19;Turkey;SüperLig;Trabzonspor;0;7;RightMidfield;10000000;4;5;10;0;13;20;2;0;0;0;1;1;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0
Marusic;Adam;26;Montenegro;SerieA;Lazio;0;21;RightMidfield;10000000;4;25;18;0;31;37;29;2;2;1;1;1;0;1;2;5;0;0;0;1;1;0;3;0;0;0;0;0
Dudu;;27;Brazil;SérieA;Palmeiras;1;3;RightMidfield;8000000;4;38;51;0;44;66;38;0;1;0;0;0;0;0;0;0;0;0;0;5;9;0;9;9;2;1;0;0
Caligiuri;Daniel;31;Italy;Bundesliga;FCSchalke04;0;0;RightMidfield;7500000;2;78;55;0;110;90;58;0;2;23;0;0;0;0;0;0;0;0;0;3;1;0;8;9;4;0;0;0
Maitland0Niles;Ainsley;21;England;PremierLeague;Arsenal;0;4;RightMidfield;7000000;5;6;10;0;29;26;9;0;0;0;1;0;0;3;6;0;0;0;0;0;2;0;3;3;2;0;0;0
Xadas;;21;Portugal;LigaNOS;Braga;1;6;RightMidfield;6500000;4;13;11;0;27;19;4;0;0;1;0;0;0;2;2;1;0;0;0;0;0;0;3;2;1;0;0;0
